hash,Nganh
1482c2f3d304fff1ee79325df93efb75,TA34
65f187aedc29238ebea2641e43402dc3,TA34
40a72d4b92b713d0add5192428ae9a7d,TA34
a537869a88ab17cd4344fca92aacd243,TA34
c6bd361b1616d9e523e1a0ec71c88a6e,TA34
4e38c7c5aa9f3b49fa9ecc87e45be092,TA34
527818e79e9cd38ff5bec87159b71c1b,TA34
cdcde6a16fd0bb51a55fe444fda5fa7f,TA34
2dbe8bb9db778882258a9775ba239b97,TA34
413f339e1aafe6276a778687c32c6f16,TA34
1ead7c8e39d9e6dd12ff5743975cf377,TA34
b97efe45f26f8cbf491afd9d98c3f8b0,TA34
257635b200b68d29982186982bb57365,TA34
7f687cb7387338f9579f86929cb7a57f,TA34
7fbc49616d5b6dd41f1456bc231f8e58,TA34
9f361ff69b2cc16a1a21d6f4bd6e8dfb,TA34
252fbf3201c8d2cab7d6c5ad7afef40c,TA35
cd29b194ced02a74ee8154b6fe855ad6,TA35
053f11d6a05beeba0229db9dff4c7086,TA35
e874c0622d00bee1ea44bf27d0066c58,TA35
cf69c909e476bc5dc6c29fdfd5782641,TA35
8571939d26871995f067cff98aa9d1c3,TA35
805e71f59606360b05ce641ef75e3e09,TA35
a39726b800090d513e481fd1012a1b06,TA35
76d24d23cca57efa9a81aa9173b05553,TA35
1f99ae0706d55d521ff93ac1509a1e9f,TA35
b162e8fc12755d9b1bdfc072c3635324,TA35
4e9d450e13c4562e2b8899718a562225,TA35
984e4e68273a953fc5b020af81303b56,TA35
cef468d50eb584dee85c4601b1fc6aa5,TA35
952b3585c7a89f4a8aab03df66f4a7ea,TA35
99404734d9d8ff4b224959adbc773070,TA35
7c86b3e58535323154049767828f2c70,TA35
02be439866eedf50c1bd906b4a366568,TA35
c6cdad33e632d67baee6250c8e541e23,TA35
7f05831354622f707483a2f7f8d8d81d,TA35
dd4889266dbccdf868c3c6d83adeac74,TA35
370f46ea478f5c46c3283973a316f333,TA35
a9220577cdbf5fc557666ede6dd4bbef,TA35
3941b2139d83fbb6ca43e19c2b67f676,TA35
032b2690472dac36fa5d3755ff7998ae,TA35
f47bce874799b9233346653123809c70,TA35
5cda46e4d19cdc3434e6f1de74361bd8,TA35
2fa3da76a6a1f9fc4c52a156d540ff8c,TA35
c1f34f8e20abf2d6ae04a7e77ef76204,TA35
88e7af440cfef3cb73dc8deeefdd1789,TA35
4016fb103611e0f7021e5582a795007e,TA35
38029b62492b99fb9c3d8648f17a4ba6,TA35
9e87da5c5a6abf2a2a0d36de97f48aac,TA35
6a8c851620adb616b9410b9b5282f3d2,TA35
49d9fa8142103683573a9adc3233e336,TA35
478aac6ff88882b98d9772d5469faa80,TA35
e46e6a9909bf85026f8e50abd88facd7,TA35
3f6bb120cb48aef5067edff8288e0d7b,TA35
cbd8306616c235b1d73348e8d884912c,TA35
743b500f820a668d9afe696394be219d,TA35
7b822919cd0cec9c4c97e63884b64dd7,TA35
6ec10c8d10518902a68812f05c21d654,TA35
3b66512c548ee2508ca11573e98c2c77,TA35
59fc249d8c7086f206c04d8736ea7d18,TA35
905036aabe900d452926728ac5120101,TA35
8aab1a64d69cdb4801c48d74930f4b69,TA35
f357748c43391883c4baf32ce6479314,TA35
c38d2494b132875fb4a7349d2fe46274,TA36
d42028a89bc730e79d55414cac82edbb,TA36
7dee9308392ddee7192d5824500823ac,TA36
53c7a05523e0372415d5737f73420d60,TA36
db7c788ed4dbd81e9683c6f83d15dd94,TA36
6986f33904d20dd2b01e2b34b4661419,TA36
57631e6d737088ac99525ac80ce8c3ff,TA36
2e67cdbc5647a4718e47095c64603a63,TA36
49d6de2302dc9d8c31abcbd402ab63dd,TA36
059ee0f7c26e9e99c08c823757c8566c,TA36
539d80737c8fdfea821aaf146489f1e2,TA36
d4a4df582aa91abde153ec2069efd16f,TA36
7afed9333306c9c59d0ddf363c4d0bb1,TA36
13535130d81f072acfeee664f99dcfce,TA36
b6056da797142019e355fd79064b9d10,TA36
69160bb9c8faa7a645fe12e5beeeacfc,TA36
9380e74babe63b0d3ba2f26750d2cfcc,TA36
3b0d28aac81678f66a2bd84bdb40414b,TA36
32de0eef3cb2a8b0e85fc671f421f3ba,TA36
5984d48acc69b4525eb9060ff3decf94,TA36
91eb482ed744c83ed3d18d7457100ed8,TA36
26f4d32a5fa824e66317f6cf5185f240,TA36
237fe6ef8cfc6c5aec1cd6489858b7c2,TA36
acac5300b47208391fe95d9e9a7b58ec,TA36
ba42c7966011d740310df27ae614d557,TA36
efd44851c8bb6dd90789c6556bd5471b,TA36
bf9269230ddd1070fa3f79dbd62c6df5,TA36
c8495ed5e4edebf369894ffb5f9ba1a2,TA36
e8a30de0494a9f5af33f9f7b088bd1ec,TA36
f41ca1196a12bb7e4ddb0370f10d5f54,TA36
d37d8be294b62ec3ac33f2697a967393,TA36
23111f4f5e3012b583500bba48a70b1d,TA36
b731f992f728f69fe9c13da47ba0c1c8,TA36
b40fdb33215b14f29d021a195737e4a3,TA36
3dd384e9976606119d7fed46227e5dec,TA36
9121f0b0537f8467d3a5f833a05b4ec8,TA36
5890f744d171577a946d01bf8e654ad5,TA36
ef2f26c376a6dc7089c2f384ddd6d9d2,TA36
6b89587797233df442ed200ea88fa24e,TA36
89103651056813ed2dd75adb32778c4f,TA36
d6466358f0065aac2db815f12c2d5deb,TA36
a9dac1ec3d681d694e05ea65224a21e9,TA36
4a2bc16674b5aea606f758672dd56c5f,TA36
1f3c4aefcce4857d0b1d49b6a6518aa8,TA36
e707662255e15d1343f2c1da9108f590,TA36
a3249131c84608883608b12d44ca613c,TA36
28c957380fc00d53979e7217fb873769,TC14
c6639bb4db04fd27c5b3bf96fd524518,TC16
7c86c8293b073c0280ccdcdf9cb7065f,TC17
825e137d6bdd9eb9e72f3ef1f983e3e1,TC17
87525a6d69642a0d934ab3867884950a,TC17
ac903ea37cf5c3f7546a84ae7e6cca3b,TC17
b4b9b0225c2d6a7c90caab8829896c44,TC17
bc406c0be4461b5d72cf5e345bd0e664,TC17
773c69d0e144acf36fac7b98dfa7f56e,TC17
f73845eea0bdc8d0090198e7bc2d1192,TC17
01db9fa5fdf5c67b268026adfc33bdb8,TC17
88662443d439a08ed1733d63a5344e6a,TC17
33357d2195f3a8645cc56b02f01079d5,TC18
e35a6f38c8c5f4dc4b52211ac80a81f6,TC18
14757a29d4799225bd613f5e87757686,TC18
f85d1f579ff2e72903d6ab41b7144a1f,TC18
d220a8f5cdeb39236cd60015e13b25a9,TC18
ffdac871a1b1490d2f26d70d6c2ef05d,TC18
8d56cb6b7e852c42ae4458744d642778,TC18
26366da996b0ead10ea03f6fb707d368,TC18
ccb59cc2b21276a3d9a7ace987d2d7d8,TC18
9a0e38643d6cc8861e5a58c0b361435a,TC18
f66f84378a014bedf8369f9e65e6437c,TC19
a0e64574983ea169ab737168d9cbcaac,TC19
81d03d19f4cbfcec39aa03b89bf06bee,TC19
8d2771c0ae6b084cd719d55ed197d35f,TC19
3e6fd22c02330ad5da2d2447ce9bc1c8,TC19
200d24fbbc0de6b03c95178307990587,TC19
0c61cf0ce4c591720e020e8550a0b361,TC19
2ac484a8483b4ab51a8535397d002088,TC19
5eac8cf32a59b1f05c1ebbad9c2ecad5,TC19
10ddc3b233df5672c7957a71ed72f06a,TC19
6fd61c935df4611d295d826b555fee9b,TC19
da6e311ace2c11d32f889935c40c12ec,TC19
910c6aa507e69d1796f912ee43eb9a8e,TC19
383d8d25d057dbdbcdd1ab37bcda1efc,TC20
8f257a890f0186de756857fac60c4b18,TC20
34fc1c01bd17dcaa56acca3107981edb,TC20
c747431ec18ad2128503582aeb4373a4,TC20
0dcf6d117b7ebe1950ea12d17cf09e89,TC20
9a6c08ec3a390f9aea8ceafc6eee48d1,TC20
1f464d2d6f9dad0605bcab101233f55e,TC20
461a92af7a03b76c591dc125f70fbca8,TC20
cf2a13f0e18b2c0e9d5740adbab2c3e9,TC20
0117e813bfd19b03b8daba518d53a41a,TC20
375aac9648a3e4b3e880f7c6b34e884a,TC20
124b57aa8034b6f3d5a90e73a1550482,TC20
c45b3bdf0e843c03990af16f7343956b,TC20
28fbaef385ae579ce2f33ecb23692a39,TC20
1f4469a8827f9ce0ba1cbecdc399b866,TC20
239d80a3cb82ecf50179e6faac821af6,TC21
2456fa56c58e3efe74f4d64b43b7c26c,TC21
1d7cee99d2d7e4745d6e6fc97bcb5672,TC21
45348a95ef913acf19584460eede638b,TC21
721cad44cb7ac60900dc944fe021b488,TC21
4e8c5edbdfe70bfaeb9add07f7a8e466,TC21
2fe79ff3eb93727211064319a4711206,TC21
ff93139f449ee3ca6346f434f3a09348,TC22
61faa9504539222fefa3702d0475ba4b,TC22
ca33f7f1f0cbe575ba13df4ed6cd0db6,TC23
82427e734b394edf72490bc4d3a41759,TC23
762d74192d7b9d043125029114040ab5,TC23
8bb2dd32b71a220e4973281b8177c330,TC23
3f21aca3485211d577c73f140121ea6d,TC23
fb47135a6aa4045007594163d768391e,TC23
83d0fe31299932f19a31346ff6203e6e,TC24
ef66f4e8779bb8e63751a43382794dc4,TC24
f6feca7ee6f761dc49c061eea10993dd,TC24
7cce7155a7cb7f51c35ade80a99032d0,TC24
ffad9a47f396de74ac2ddb215d2b88c6,TC24
d4e3d9ea5b84ff7b7ea78519f4100462,TC24
51233aca622e08f9a017f7e7410647e3,TC24
e1b1f401859a5ddbe45d99d5e5915f53,TC25
d9e627490ebd94ce8c44dbdcc84d1ab8,TC25
6e6920c00a262d98911451fcc4841a2b,TC25
7de01049ed9d02c9a82e330c6044dcc8,TC25
3f45fc7c0f2445bccea5c89b4a08c805,TC26
08b8aeb9ef920b79d9e20f1cf8839036,TC26
61cb7088a7b10b6dc6d342183bd2bd17,TC26
8ef6e780d0597ce4685662ea5338a985,TC26
19ea00afae434620fbd94180147e7672,TC26
3594ce8c3e631ce5b318d0f1008126a4,TC26
b5e1229fe29f3a0be338897ac1e2099e,TC26
511c126005a4b535824eaf3f941ba540,TC26
e694d78662b1df3aec82a09677c19fb6,TC26
a1eb1203e7368494e100e525b5d143b3,TC26
e59556a4bfeb27750477982657d4b699,TC26
0be6b67fbf681f547263560d2c4a719c,TC26
f6cc5af02d123b7715467ce0790dfa6d,TC26
cf01449138338e016b89708c34c2994f,TC26
2237861c4c1aa54ce87094035c733c6f,TC26
8c6a0d13ebe8027438d0d15bd77987c0,TC26
1be988a2fb04ad48dc2d19d261708970,TC26
6ae2701fd9dcb4a1070c9c660e39058e,TC26
6cbc6c715187ee132ccc39dd9cf317bd,TC27
8093d1d2ea6b30185e8cbafa948976e7,TC27
4cb3b907f1f55eef62d59b8ff6aa23de,TC27
b477d258dafc6274f0cbb6a32841c1fa,TC27
529474b261e1cc6aef833975625138ab,TC27
f349183ae6f44c5ff25088b8ae00c406,TC27
f5672b98dcbdca668ebaa1f29ede22b7,TC27
50647035df713247d01dd9c2ef285efb,TC27
f335268d369f216cc933ab279f0ab112,TC27
f846983c6a09f44c054de32fe87bab18,TC27
1ab7a1f54c6899929ae3d864f296e17b,TC27
69651382c15e043d0210f8be8ea55e38,TC27
86817c06f52128569747b188425a1042,TC27
933e38aaf9255399e3ecc5880d61bfe5,TC27
7975910f520cdd9baa061741953a1217,TC27
a5b7be1abd02893d5d38fafb88803c47,TC27
8dde2a3b6d87b873649e6439c369f5f6,TC27
a4339ec7c25bfdcfa63c3813e98d4c93,TC27
d12e8e0d8db7d6143945bacb25e794b2,TC27
7ca83b07a20e4d40afa643e569822ffd,TC27
55a28e0650dc9aec929f492a4ea0e6f1,TC27
ea3212c50dc8c8ae5a5a9b69dfa6c72c,TC27
1cc0df1efdf60a1373a90cbb27b67210,TC27
631c5d2f0daaa9f8c5289d3301f5138c,TC27
99c702dbc89c8673a9736684d95e6064,TC27
88885833a42b2f37fd022c79e548226a,TC27
f20f427badd14956e0fbab5b4fe79eee,TC27
7c1fc224051018560feabefce4f8f648,TC27
06299ccb0842d4da8273c0eb219e3a25,TC27
9bcbea227427837e38f0b28798c30bb3,TC27
a877d0d2677c0dbeb1d938bc3b4be964,TC27
be8d683dc202ac1a2a98f161d45fdcda,TC27
5e487e081d39ea8fb739586609f0bec8,TC27
1055c1e697d48b0a616702b01c3a7919,TC27
e47ec3fbd89851209e7fd1493b493845,TC27
245908ae1a928b88fe6d30ddbcb099ab,TC27
2701a3d663eacf159f27796fcaf13c54,TC28
236b8414594b144e6c5b0fbfdc68297e,TC28
92a0dad8d77fb782c0be6087394a6ad5,TC28
91f0637c8702b3bdbe40368040c3b038,TC28
1b8977592f9894c6bd3f256098b871b6,TC28
f07fb767609aa4e6dab8399e4c9a8f86,TC28
30ed0a08f9f54dac5cecc2bec84741b0,TC28
d167fd5720f4c8593509ba68e52703d1,TC28
74437eec9f67f8952c43a2239b0a2627,TC28
55717c91cde88f1590ce960fe5dd01db,TC29
76a4ab60af686b93dc2f86096431d472,TC29
04a923e3c54113cbccc8f275bcd6bbc4,TC29
5555ff1233eca119502ec27ddebc38e6,TC29
a5585fe5869a901ec6f4745de85292c4,TC29
4c9fcf80df77473b8d10280be29f92d5,TC29
41600b2dfb19e0f074077d30ba72721c,TC29
52852ef77c1753f555ba09eed4754729,TC29
0c7bb71a60f5ab9f687e10de778ac3f1,TC29
744bd24422206b1853b74c0746ee79e5,TC29
e4fd035e449e36e7bbf0e9fe5981d10b,TC29
f55b77a9716fdf9cc75a4a323265928d,TC30
5293e1a452e6e29000361450cad3b667,TC30
5e6373ecfcad05e01b1a4d3ee836eef0,TC30
f44b8bb1bff2312c2b19b36eb2a9f5e8,TC30
968710eb291aa6e73960549d1b35b0d8,TC30
d523884122d91759bf8d1886d7e469a3,TC30
e7c0a541b03e475fe2bad2fbdb544d19,TC30
8d857b5de51e54855efa7b0ed7ede6f1,TC30
e18b82416d309959303efe863601a062,TC30
0e01fa0a496bce9c24e6c3c1d63ca748,TC30
8ab1ce3abc2e60dd7230e80332b6c139,TC30
55018fccb9c0cf53196701d0c8e922da,TC30
a594c8d0fc2c32143904e2250c97a3b9,TC30
d9b9a9c617196a6fac32dc44caa49cdc,TC31
93d824f278adbcac594e738907cef9ef,TC31
56d1f89a5ceb8b961a61b686d449d6db,TC31
d50b9f75d0df0978b2c71cdc3d413881,TC31
86fd7f8824366906d5df113851679035,TC31
9d5441ea05c91313f8eca89a39d136d1,TC31
4bb1b849bfee904533bf2ee01371ddf1,TC31
eafd2f52e17924b2388261c4a9371bab,TC31
b0667c8eb879688d1f6366e1c034974a,TC31
f8db5bc1119346adaba045842f8e6a86,TC31
ce1dc2a9ce36eea12aba80db8d0551de,TC31
06f44b0105b16ff86ad7dcb1812e3fd3,TC31
334917d1fc7e079a1679be18d8d93aa0,TC31
71024741e1f99474620882d58aaedbba,TC31
0a3c26dae555b4cb79c9f72890ed6770,TC31
bd86aa73b741a0cf7e2e336fd705e8fa,TC31
558e482f7073f56012918dba85536329,TC31
506844c0e0e497eafa2fd4e0f00760fb,TC31
106196227ede9fd7fa92ab4b42c1f606,TC31
990c021f093fa4c0470b45b39ba64ba1,TC31
befc1a950bb756093b8a02e5ef7b4bd2,TC31
3624cec63bbe699884fa3b54ab41580e,TC31
02defce87a6d816c8d3450948740c7fc,TC31
14591c0a13faa03fd545b1a050b48ff3,TC31
58852dfb65857f49014be5b743e8b818,TC31
5b5ef9126b89c4358ecbbbf939697c5c,TC31
93873d4750f77a400b0ee8c130e5cd81,TC31
7c87e2499e0879ef70305487c8e6dd17,TC31
2466c08a69d1b4ba9dddbb1da72b608d,TC31
c37d7c063e1506bfec059f6b7ab5f8a9,TC32
6959c7d17110c4471383f81dae407bfa,TC32
eb2b4cf1abed983a80b7e18268b947fc,TC32
cb42e4ef5f52cb162785d550639d4eef,TC32
9763da3ce138a9646eb8a0f885c1ed91,TC32
384a60c7bf8fc613d95866016b406e2c,TC32
cf0bbe24922f9a4f2b60e61df42b7b62,TC32
bfc7c99a940da30888b36775184abcbf,TC32
6655ed24e5cddff75cfefbd2bedb549d,TC32
c0b9349573806100a42b0c7d2ba75b5b,TC32
c58a70045cec01abeba761345773464c,TC32
ac9067f65a5ac1644199bd34ef28e7b8,TC32
b33526645ffae8e2b70bb55846ac50f2,TC32
ec8ee8c2475b01e26e957d765cbcaaa7,TC32
a0d5a9bad18d85d56d906e6e2cdd7e86,TC32
106832fcd06423084f1cfb66abbee30f,TC32
c4b9b4c1b47a27b91f9cff3a4eba5896,TC32
bac900b301c90d676e2ff60ac3f622da,TC32
ba4f132d1d71751eca03ff4013bf08ee,TC32
4296d905e396eb7dced8328248dc698e,TC32
0d4e9077feb1219dbcff74a8f8aff873,TC32
ef7b106ff8423aaf1452c6e9f0455a48,TC33
0755bb44e46a00d3c086b88be923def3,TC33
23a1fa152d449bce4a70cf26d311f112,TC33
67bdd3da68eb554e199889afba714185,TC33
4d48fe9079c8bf03f4098031af8bef24,TC33
facf366eb58496fdfc49beac417c744b,TC33
e4f365ce4d0333d89d870ca2dacd2dd3,TC33
af9acfbbdd9ef623f71ec57ddf980b7b,TC33
19818a206985d41d94c279f85a94eda9,TC33
503b9c8a673406f05410a306f8fd5d4a,TC33
dc97c702dacd384e835868d3a2f48cc1,TC33
c4070525205f5c857c3f1467757c2244,TC33
00254f98173849241a163fcbe4df71b0,TC33
cc7beeb51c90637412090c134eb37ea5,TC33
d762330296f6140b03492302819bab3d,TC33
aadd7be4a5174964e7dead332a7c5239,TC33
ca3183c87a7128c15c4651c0c0664186,TC33
1c2ad6d507b95243ea6811f587017cab,TC33
3974117f1c9c031f230881e9683fdce1,TC34
d8c89a16d9eb93368c149e5b8fcf507a,TC34
a1dfa9dc3813797a2ada5ad019e7c837,TC34
ce6c62bf98ee765433650d59b0cc0041,TC34
74f59946610272be7653bf9237f03041,TC34
3ae690f2b3be703832d653d3bb85ab7d,TC34
950d43ff23772d56b7c7d616002bc88f,TC34
87afeb6f763c039ec107b638dfceea00,TC34
9a2b685ecd631ad3aaa5915b01d87b9f,TC34
dc8595fd013b330edac1dafb824bda65,TC34
3eb97b18dc4b218893f3ee611eb23c76,TC34
3be8bbc865f6a6ded11d0b8093b86542,TC34
9d31971269fbd3b8adc4d8742c0300ae,TC34
b81b6a4ada392dfa12db14a15a5a2971,TC34
0fd6118b3dbd88c348d58b0972684822,TC34
fc58a5c145ed44e10f6cb646c3a69f86,TC34
759be051ea20009e0196706d8b3158ac,TC34
f932e13bdea784086b496098599e6695,TC34
18876198f96bb63c9796f33dfae1db53,TC34
6a07d72a3de3ebf92fa09f838c3b014b,TC34
273ad3117004e0c5e0a6c32bad46cb87,TC34
38783a49fa59360fc03606592893864d,TC34
9f6208edbae2939bebeb5f23e304f333,TC34
6d1e601c56eb3058f1476b44e888252a,TC34
d91b77dae60628975be00e91849664aa,TC34
e86e923b071814f433171c07bb95c86e,TC34
c9a8078850621304ec12420c01cd02de,TC34
4949152089e936de9276381484b7dd5a,TC34
f3f8b7899f464816cfc0109f9707ff39,TC34
c64f427d40732d2854e2efc9979a5d9e,TC35
0eb68a6a159a1bc86a9ff4799ec79f96,TC35
6dfa9c1b3f61b4e7321ca81041262ea1,TC35
4afbe907c6b63a738a87e1ca72d761aa,TC35
90c20b8541d5db3b4c44281091677991,TC35
51a710041ab6702e7f1a720046cceb96,TC35
9ab6be06d69fd2dc75c4714291995bd7,TC35
367bb917c0240438a58250547c6f3b94,TC35
0aec51dc41e49158fe90d73729713038,TC35
d25019eb233a56993d20976e62659a29,TC35
e9aef51f54c81ff4806fadfe21207124,TC35
970c696d66cabb5341a429b78560f8f5,TC35
824fe37fb7acf1312e19db4a2766979e,TC35
386c12328150fb126b6a23e0c44653b3,TC35
de04b2eb89a1edb4b9e13cd53dee1f5b,TC35
e47859544fc79316d32c4abd765db7be,TC35
897ca3f84ad78cf32e1ce317c6e797e2,TC35
37feb0a5396d148fbc94a3bb3a473ada,TC35
82ae1157c2548629f7d0a045da556cf5,TC35
d0144116d845c1169a09f3800b1f995e,TC35
dda972be6219cf6719327419d22d5605,TC35
748ca05af9b444cdc0095e8641a1c60e,TC36
a92ac3ed49eb9d0648bd375b1ba5809e,TC36
013aeeb51a1d39ae23e00ab143b45cd5,TC36
5fe52ee610fb5d6350dca4076a4e336f,TC36
66b5fcfc1bc04f870b32430d05e6e686,TC36
c1b063d87aada9f594520b401763bd56,TC36
b221bc605bda43c548f852704281c752,TC36
4b7fe00c4bce76608f490105bf5dcee2,TC36
ac2873f47ea698bb7281ab5be5b3aeea,TC36
89e5471acfd0c7ee27bb1802c4ec3b8a,TC36
4b52aaa2f372b1e5e4731578c9c9740b,TC36
60fee069067e64275feef3b40514d458,TC36
b3d1c4326cab5f19015b15155ae92380,TC36
c4292ef4465d8b883d77dff9245908c2,TC36
f9c3014fb1c4c656b87b779a1b45c2c7,TC36
01dc46632009cf263006f12c7057ef3c,TC36
418999e5e6c9d02737cc106716194272,TC36
547a6100f12b30ae27c0a898d68bf554,TC36
8485120b7f155ecc3dd66d32c6d4eced,TC36
30abe5fb49fda2e93f312166ad0aa547,TC36
5514ed41b961f92a6e4e9f3c76605cef,TC36
3d39589fd8b3af7c8cbff82685593bc3,TC36
9a6471eb549009b56335e75789a69d7b,TC36
9d0cbd4bfb05a11a8ffeb0033aa26862,TC36
687bbb39fc1075789e432768591d1cbc,TC36
f36ef2b0e3bade70487445f917da2e1a,TC36
7fcaf0c563ccf38e2eb6909ed7b265cd,TC36
4c1c1d4d1688c265e7d8ba3f5d28c124,TC36
051ce0d69b3d2f2ee5b68e33a934255a,TC36
dd3c80af62d23c955b75d4e6798dd488,TC36
a38f4591b5672e375297ceb1df549209,TC36
f03391f8917c2421d125a96ef7acc387,TC36
37279b44c893e5af85cac4447d211c1b,TC36
ba2d9c58ea8be8e7ba582fe89ed829f1,TE14
9ab9cf0b1d27d7ff054e30771b420442,TE14
76b45757d3b773e776dc7e5571856826,TE14
9bdd3d2fa7d0fd1df59e6acf60b78636,TE15
b5ed36eb8c3db4b73202686cb09246cd,TE16
687f47310db4cb0749c663a1f2a15061,TE16
44ee5763463616e914ec5925ce98583a,TE17
028fc981e37dc69b365f56cf05fb94b4,TE17
89cd7de013abf989f4a114bc2a03eda9,TE17
4fa36f868ff75d67bbd9cdcd9b07a9a0,TE17
83f825273c20fb89bf6ffeb58f310d2c,TE17
cd323569c86209a08319d9c17488a566,TE17
2cb1030e1a8be20e244d61cb6fa2f21d,TE17
1658c9617f508ff601f10a118ec2b40b,TE17
ee034e4070b65aff2b3b394f26030889,TE17
1afec2f40b80bb35f96f80b019d3ea5b,TE17
238d73729e0626eda1a73e8ce1159dda,TE17
